id,gender,age,education,city,country
576,1,29,высшее,1183,32
579,1,62,среднее,1163,32
582,1,23,высшее,1134,32
583,0,48,среднее,1157,32
584,1,30,среднее,1188,32
585,1,5,среднее,1152,32
586,1,42,среднее,1179,32
589,1,23,высшее,1141,32
590,1,40,среднее,1134,32
591,1,33,среднее,1189,32
592,0,45,среднее,1191,32
593,1,40,среднее,66,32
595,0,32,среднее,1198,32
596,0,34,среднее,1141,32
598,0,40,среднее,1188,32
600,1,14,высшее,1198,32
602,1,63,высшее,1178,32
604,0,39,среднее,1177,32
605,1,44,среднее,1134,32
606,0,39,среднее,1134,32
610,0,55,среднее,1134,32
613,0,30,среднее,1134,32
615,0,43,среднее,1164,32
617,1,18,высшее,1168,32
619,1,53,среднее,1177,32
620,0,60,среднее,1134,32
622,1,18,высшее,10,32
626,0,51,среднее,1204,32
627,0,45,среднее,1183,32
630,0,38,среднее,1134,32
631,1,40,среднее,1157,32
632,0,43,среднее,1153,32
636,1,39,высшее,1178,32
637,1,36,среднее,1175,32
638,0,47,среднее,1134,32
649,0,41,среднее,1160,32
650,1,53,среднее,1188,32
657,1,36,среднее,1207,32
658,0,34,среднее,1198,32
659,1,50,среднее,1134,32
661,1,46,среднее,1187,32
662,0,43,среднее,1188,32
663,1,25,высшее,1187,32
664,1,60,среднее,1159,32
666,1,24,высшее,1134,32
667,0,22,высшее,1178,32
669,0,46,среднее,1177,32
671,1,65,среднее,1188,32
672,0,55,среднее,1198,32
673,0,45,среднее,1170,32
674,0,43,среднее,1188,32
676,1,42,среднее,1183,32
677,1,38,среднее,1177,32
679,0,59,среднее,1204,32
680,1,42,среднее,1148,32
681,0,37,среднее,1155,32
682,1,29,среднее,1150,32
683,0,54,среднее,1134,32
684,0,18,высшее,1201,32
687,1,35,среднее,1134,32
690,1,31,среднее,1188,32
693,1,43,среднее,1182,32
694,1,44,среднее,1188,32
698,0,55,среднее,1134,32
700,1,20,высшее,1211,32
703,0,39,среднее,1147,32
704,0,43,среднее,1158,32
705,1,47,среднее,1134,32
707,0,61,среднее,1202,32
709,0,60,среднее,1134,32
712,1,23,высшее,1141,32
714,0,34,среднее,1178,32
715,1,30,среднее,1177,32
717,1,33,среднее,1188,32
718,0,43,среднее,1141,32
720,0,35,среднее,1134,32
722,0,47,среднее,1188,32
723,1,50,среднее,1134,32
724,1,5,среднее,1177,32
725,1,65,среднее,1134,32
727,0,63,среднее,1134,32
728,0,45,среднее,1188,32
733,1,15,высшее,1198,32
734,0,40,среднее,1134,32
737,0,23,высшее,1134,32
738,1,51,среднее,1177,32
740,1,35,среднее,875,32
742,0,59,высшее,1176,32
744,1,39,среднее,1153,32
745,1,66,среднее,1162,32
751,0,37,среднее,1198,32
752,0,14,высшее,1202,32
753,0,62,среднее,1157,32
755,1,46,среднее,1134,32
756,1,44,среднее,1202,32
759,1,29,среднее,1134,32
762,0,38,среднее,1206,32
764,1,28,среднее,1134,32
766,0,41,среднее,1197,32
767,0,60,среднее,1201,32
769,0,52,среднее,1196,32
770,1,46,среднее,1188,32
771,1,73,среднее,1188,32
773,1,20,высшее,1157,32
774,0,44,среднее,1156,32
775,0,45,среднее,1177,32
777,1,51,среднее,1167,32
778,0,36,среднее,1165,32
779,0,19,высшее,1167,32
781,0,50,среднее,1195,32
783,0,39,среднее,1177,32
788,0,36,среднее,1201,32
789,0,36,среднее,1137,32
791,0,51,среднее,1134,32
793,1,48,среднее,1188,32
794,1,14,высшее,1134,32
796,0,23,высшее,1178,32
799,0,21,высшее,1134,32
800,1,39,среднее,1187,32
802,0,42,среднее,1134,32
804,0,58,среднее,1156,32
806,1,57,среднее,1134,32
809,1,41,среднее,1134,32
811,1,34,среднее,1157,32
813,0,38,среднее,1141,32
814,0,55,среднее,1194,32
817,0,43,среднее,1134,32
818,1,22,высшее,1134,32
821,0,40,среднее,1183,32
824,1,62,среднее,1134,32
826,1,43,среднее,1183,32
827,1,19,высшее,1179,32
831,1,25,высшее,1177,32
833,1,41,среднее,1201,32
838,0,34,среднее,1134,32
840,1,43,среднее,1159,32
841,0,45,среднее,1156,32
842,1,33,среднее,1177,32
844,0,39,среднее,1134,32
846,0,49,среднее,1177,32
849,0,38,среднее,1188,32
850,1,56,среднее,1201,32
852,1,33,среднее,1134,32
853,1,43,среднее,1188,32
854,0,24,высшее,1188,32
857,1,9,среднее,1134,32
858,1,24,высшее,1178,32
859,1,48,среднее,1187,32
860,0,61,среднее,1171,32
861,0,51,среднее,1186,32
862,0,40,среднее,1192,32
863,1,9,среднее,1134,32
864,1,37,среднее,1179,32
866,0,42,среднее,1142,32
868,0,39,среднее,1168,32
869,0,19,высшее,1134,32
873,1,49,среднее,1147,32
876,1,23,высшее,1134,32
878,1,38,среднее,1161,32
879,1,34,среднее,1177,32
883,0,62,среднее,1196,32
885,1,20,высшее,1167,32
888,1,43,высшее,1167,32
891,1,22,высшее,1134,32
892,1,40,среднее,1134,32
893,0,22,высшее,1187,32
895,0,36,среднее,1188,32
897,1,39,среднее,1187,32
901,1,61,среднее,1159,32
903,1,43,среднее,1178,32
904,1,20,высшее,1165,32
907,1,28,высшее,1134,32
908,1,40,среднее,1134,32
909,1,64,среднее,1134,32
911,1,29,среднее,1134,32
912,0,42,среднее,1203,32
914,0,46,среднее,1163,32
916,1,41,среднее,1134,32
917,0,24,высшее,1188,32
918,0,33,среднее,1134,32
922,1,51,среднее,1177,32
924,0,41,среднее,1188,32
925,1,53,среднее,1204,32
926,1,18,высшее,1162,32
927,1,49,среднее,1178,32
928,1,23,высшее,1134,32
929,1,32,среднее,1176,32
930,1,22,высшее,1188,32
931,0,57,среднее,1033,35
932,0,33,среднее,1187,32
934,1,53,среднее,1156,32
936,1,30,среднее,1134,32
937,1,38,среднее,1134,32
940,1,16,среднее,1134,32
943,1,35,среднее,1188,32
944,1,41,среднее,1134,32
945,1,40,среднее,1134,32
947,0,40,среднее,1169,32
948,0,44,среднее,1134,32
950,1,24,высшее,1186,32
951,1,45,среднее,1208,32
953,0,65,среднее,1134,32
954,1,39,среднее,1188,32
955,0,50,среднее,1195,32
959,1,63,среднее,1134,32
960,1,46,среднее,1192,32
961,0,37,высшее,1178,32
962,0,35,среднее,1134,32
963,0,61,среднее,1188,32
964,1,46,среднее,1189,32
968,0,44,среднее,1157,32
970,1,25,высшее,1203,32
971,0,33,среднее,1188,32
973,1,32,среднее,1167,32
974,1,34,среднее,1158,32
975,1,35,среднее,1156,32
977,0,38,среднее,1188,32
983,1,47,среднее,1134,32
985,0,47,среднее,1141,32
989,1,45,среднее,1188,32
990,1,45,среднее,1182,32
993,1,42,среднее,1188,32
995,1,20,высшее,1174,32
998,1,45,среднее,1134,32
1000,0,39,среднее,1134,32
1002,0,48,среднее,2,32
1003,0,30,среднее,1134,32
1006,1,48,среднее,1178,32
1008,1,33,среднее,1195,32
1010,0,38,среднее,1171,32
1011,1,34,среднее,1134,32
1013,1,54,среднее,2,32
1014,1,24,высшее,1188,32
1019,0,37,среднее,1187,32
1020,0,50,среднее,74,32
1021,1,23,высшее,1204,32
1023,0,47,среднее,1168,32
1025,0,23,высшее,0,32
1026,1,61,среднее,1134,32
1029,1,47,среднее,1178,32
1032,1,37,среднее,1205,32
1034,1,8,среднее,1152,32
1037,1,39,высшее,1196,32
1038,0,33,среднее,1188,32
1039,0,49,среднее,1134,32
1040,0,37,среднее,1134,32
1041,0,41,высшее,1166,32
1043,1,25,высшее,1147,32
1044,0,38,среднее,34,32
1047,1,38,среднее,1188,32
1049,0,36,среднее,1157,32
1051,1,16,высшее,1177,32
1057,1,38,среднее,1134,32
1060,0,40,высшее,1208,32
1061,1,35,среднее,1204,32
1065,0,39,среднее,1181,32
1066,1,29,среднее,1188,32
1067,0,46,среднее,1198,32
1069,1,58,среднее,1177,32
1071,1,31,среднее,1178,32
1073,1,34,среднее,1190,32
1076,0,40,среднее,1134,32
1080,1,25,высшее,1188,32
1082,1,34,среднее,1188,32
1083,0,46,среднее,1208,32
1086,0,42,среднее,1133,32
1087,0,41,среднее,1165,32
1090,1,33,среднее,1134,32
1091,1,41,среднее,1179,32
1092,0,40,среднее,1156,32
1097,1,33,среднее,1177,32
1098,1,37,среднее,1134,32
1100,0,36,среднее,1197,32
1103,0,31,среднее,1134,32
1104,1,32,среднее,1178,32
1107,1,37,среднее,1150,32
1108,0,22,высшее,1204,32
1110,1,46,среднее,1134,32
1112,1,50,среднее,1137,32
1113,0,65,среднее,1170,32
1115,0,39,среднее,1182,32
1117,1,51,среднее,1188,32
1122,1,28,высшее,1134,32
1123,1,34,среднее,1185,32
1125,0,17,среднее,1188,32
1126,1,38,среднее,1134,32
1127,0,44,среднее,1195,32
1128,0,37,среднее,1176,32
1129,1,35,среднее,1165,32
1132,0,34,среднее,1165,32
1133,0,45,среднее,1184,32
1136,0,17,высшее,1179,32
1137,1,17,высшее,70,32
1139,1,37,среднее,1206,32
1141,1,42,высшее,1134,32
1142,1,60,среднее,1134,32
1146,1,37,среднее,1134,32
1148,1,41,среднее,1134,32
1153,1,60,среднее,1134,32
1154,1,46,среднее,1134,32
1156,0,25,высшее,1188,32
1157,0,40,среднее,1134,32
1160,0,37,среднее,1155,32
1161,0,38,среднее,1142,32
1163,1,16,высшее,1177,32
1167,0,61,среднее,1134,32
1168,1,61,среднее,1134,32
1170,0,30,среднее,1188,32
1174,1,57,среднее,1134,32
1177,0,39,среднее,1205,32
1178,0,29,среднее,1150,32
1180,1,49,среднее,1134,32
1181,0,56,среднее,1134,32
1183,1,39,среднее,1134,32
1184,0,46,среднее,1153,32
1186,0,41,среднее,1134,32
1187,1,47,среднее,1134,32
1188,1,37,среднее,1167,32
1189,0,42,среднее,1134,32
1191,0,36,среднее,1178,32
1193,0,28,среднее,1203,32
1194,1,24,высшее,1188,32
1196,1,53,среднее,1167,32
1197,1,53,среднее,1204,32
1199,0,36,среднее,1188,32
1200,0,49,среднее,1177,32
1203,1,37,среднее,1202,32
1205,0,40,среднее,1134,32
1206,0,38,среднее,1134,32
1207,0,39,среднее,1153,32
1208,0,17,высшее,1157,32
1209,0,36,среднее,1201,32
1210,1,50,среднее,1134,32
1212,0,34,среднее,1188,32
1213,1,48,среднее,1159,32
1214,1,38,среднее,1188,32
1220,1,22,высшее,1134,32
1223,1,21,высшее,1188,32
1224,1,23,высшее,1201,32
1227,1,41,среднее,1170,32
1228,1,37,среднее,45,5
1230,0,34,среднее,1134,32
1233,0,39,среднее,1178,32
1234,1,37,среднее,1134,32
1236,1,22,высшее,1185,32
1238,1,15,высшее,1134,32
1240,1,46,среднее,1183,32
1243,1,63,среднее,1188,32
1245,1,64,среднее,1197,32
1247,0,37,среднее,1192,32
1248,1,31,среднее,1134,32
1251,1,16,высшее,1188,32
1252,0,49,среднее,1156,32
1253,0,36,среднее,1183,32
1256,1,39,среднее,1187,32
1257,0,69,среднее,1188,32
1258,0,26,среднее,1134,32
1259,0,43,среднее,1134,32
1260,0,31,среднее,1202,32
1267,1,58,среднее,1179,32
1269,1,34,среднее,1157,32
1270,1,45,среднее,1177,32
1271,1,27,среднее,1188,32
1272,1,28,среднее,1178,32
1274,1,30,среднее,1159,32
1275,1,47,среднее,1134,32
1276,1,51,среднее,1134,32
1277,1,25,высшее,1188,32
1278,0,54,среднее,1134,32
1279,1,61,среднее,1156,32
1280,1,30,среднее,1194,32
1282,1,21,высшее,1188,32
1283,0,51,среднее,1188,32
1284,1,33,среднее,1134,32
1285,1,35,среднее,1188,32
1286,0,31,среднее,1203,32
1288,1,34,высшее,1177,32
1289,1,36,среднее,1188,32
1290,1,48,среднее,1134,32
1291,0,65,среднее,1164,32
1292,1,42,среднее,1154,32
1293,0,46,высшее,1208,32
1294,1,27,среднее,1158,32
1295,1,29,среднее,1167,32
1296,1,42,среднее,1162,32
1297,0,39,среднее,1159,32
1300,1,17,высшее,204,32
1301,1,45,среднее,1156,32
1302,1,42,среднее,1134,32
1304,1,35,среднее,1162,32
1307,1,38,среднее,1182,32
1311,1,32,среднее,1188,32
1313,1,38,среднее,1160,32
1314,0,29,среднее,1135,32
1315,0,47,среднее,1158,32
1318,0,35,высшее,1171,32
1321,0,39,среднее,1134,32
1322,0,30,высшее,1198,32
1323,1,37,среднее,1188,32
1324,1,51,высшее,1134,32
1325,0,24,высшее,1185,32
1329,0,56,среднее,1134,32
1330,1,41,среднее,1134,32
1334,1,26,высшее,1177,32
1338,1,39,среднее,1134,32
1339,1,36,среднее,1188,32
1340,1,44,среднее,1188,32
1342,0,30,среднее,1134,32
1345,1,22,высшее,1195,32
1346,0,38,среднее,1167,32
1347,0,17,высшее,1141,32
1348,1,54,высшее,1205,32
1350,0,30,среднее,1202,32
1351,0,36,среднее,1202,32
1353,0,54,среднее,1188,32
1354,0,39,среднее,1184,32
1355,0,35,среднее,1134,32
1356,1,35,среднее,1188,32
1357,1,29,среднее,1134,32
1358,1,55,среднее,1197,32
1359,0,47,среднее,1171,32
1361,1,33,среднее,1134,32
1362,0,25,среднее,1188,32
1363,0,45,среднее,1188,32
1365,1,24,высшее,1167,32
1368,1,30,среднее,1145,32
1369,0,47,среднее,1134,32
1370,1,14,среднее,1187,32
1371,0,56,среднее,1179,32
1373,0,45,среднее,1204,32
1374,1,44,среднее,1211,32
1380,1,37,среднее,1134,32
1381,1,54,среднее,1182,32
1386,1,35,среднее,1157,32
1387,1,47,среднее,1182,32
1388,1,40,среднее,1182,32
1389,1,44,среднее,1092,32
1390,0,46,среднее,1134,32
1391,1,33,среднее,1134,32
1392,1,33,среднее,1177,32
1396,0,18,высшее,1188,32
1397,0,50,среднее,1187,32
1399,1,51,среднее,1134,32
1400,1,37,среднее,1190,32
1403,0,33,среднее,1157,32
1404,0,34,среднее,1202,32
1407,1,23,высшее,1134,32
1409,0,53,среднее,1204,32
1410,1,16,высшее,1134,32
1414,0,24,высшее,1134,32
1416,0,45,среднее,1192,32
1420,0,17,высшее,1179,32
1421,1,47,среднее,1183,32
1422,0,28,среднее,1153,32
1425,0,33,среднее,1134,32
1426,0,61,среднее,1166,32
1429,1,25,высшее,1200,32
1431,1,33,среднее,1188,32
1432,0,39,среднее,1158,32
1433,0,47,среднее,1134,32
1435,1,32,среднее,1134,32
1442,1,21,высшее,1195,32
1443,0,19,высшее,1134,32
1444,0,36,среднее,1201,32
1445,0,31,среднее,1188,32
1447,1,40,среднее,1188,32
1449,1,53,среднее,1156,32
1450,1,24,высшее,1201,32
1451,0,32,среднее,1178,32
1452,0,20,высшее,1178,32
1454,1,33,среднее,1157,32
1455,1,36,среднее,1183,32
1457,0,37,среднее,1134,32
1459,0,28,среднее,1159,32
1460,0,40,среднее,1168,32
1461,0,56,среднее,1167,32
1463,0,56,среднее,1188,32
1465,1,33,среднее,1165,32
1466,1,48,среднее,1192,32
1469,0,42,среднее,2,32
1470,1,39,среднее,1188,32
1471,1,48,среднее,1188,32
1473,0,37,среднее,1134,32
1474,1,25,высшее,1177,32
1476,0,22,высшее,1168,32
1480,0,28,среднее,1179,32
1486,1,30,среднее,1179,32
1488,0,35,среднее,1187,32
1489,0,45,среднее,1134,32
1490,1,60,среднее,1134,32
1491,1,49,среднее,1134,32
1494,0,37,среднее,1162,32
1495,1,47,среднее,1196,32
1496,1,36,среднее,1188,32
1497,1,37,среднее,1162,32
1498,1,53,высшее,1157,32
1499,0,21,высшее,1178,32
1502,0,40,среднее,1157,32
1505,1,44,среднее,1183,32
1507,1,48,среднее,1167,32
1509,1,24,высшее,1134,32
1510,0,34,среднее,1188,32
1512,1,19,высшее,1134,32
1513,0,29,среднее,3,35
1514,0,34,среднее,1181,32
1515,1,55,среднее,1134,32
1516,0,36,среднее,1157,32
1517,1,42,высшее,1188,32
1518,0,36,высшее,1181,32
1519,1,55,среднее,1098,37
1521,1,19,высшее,1181,32
1523,1,51,среднее,1177,32
1524,1,18,высшее,1134,32
1525,0,47,среднее,1134,32
1526,0,50,среднее,1204,32
1529,1,37,среднее,1178,32
1531,1,25,высшее,1178,32
1533,0,17,высшее,1177,32
1535,1,18,высшее,1145,32
1536,1,36,среднее,1188,32
1537,1,52,среднее,1167,32
1538,1,32,среднее,1152,32
1540,1,62,среднее,1134,32
1541,0,59,среднее,1134,32
1544,1,61,среднее,1188,32
1546,0,35,среднее,1134,32
1548,0,35,среднее,1165,32
1552,1,20,высшее,1182,32
1553,0,37,среднее,1134,32
1554,1,56,среднее,1162,32
1555,0,53,среднее,1134,32
1558,1,50,среднее,1134,32
1562,0,36,среднее,1134,32
1565,1,56,среднее,1160,32
1566,0,21,высшее,1141,32
1567,1,65,среднее,1177,32
1569,1,48,высшее,1134,32
1571,1,53,среднее,1195,32
1572,0,32,среднее,1134,32
1576,0,31,среднее,1204,32
1577,1,53,среднее,1162,32
1580,0,29,среднее,1168,32
1583,1,45,среднее,1134,32
1584,0,41,среднее,1188,32
1587,0,36,среднее,1163,32
1591,0,57,среднее,1188,32
1599,1,41,среднее,1134,32
1600,1,31,среднее,1180,32
1601,1,45,высшее,1181,32
1602,0,44,среднее,1156,32
1604,0,53,высшее,1157,32
1609,1,40,среднее,1134,32
1610,1,38,среднее,1134,32
1611,0,32,среднее,1134,32
1613,1,26,среднее,1188,32
1614,1,25,высшее,1150,32
1617,1,16,высшее,1207,32
1618,1,19,высшее,1134,32
1619,0,40,среднее,1186,32
1620,1,45,среднее,1160,32
1621,1,20,высшее,2,32
1622,1,45,среднее,1187,32
1623,1,39,среднее,1165,32
1624,1,46,высшее,1201,32
1625,1,51,среднее,1134,32
1627,1,25,высшее,1134,32
1631,0,40,среднее,1156,32
1632,1,18,высшее,1156,32
1633,1,43,среднее,1159,32
1635,0,48,среднее,1188,32
1637,1,37,среднее,1181,32
1638,0,43,среднее,1178,32
1640,1,29,высшее,1157,32
1641,0,22,высшее,1200,32
1642,1,30,среднее,1177,32
1643,1,44,среднее,1199,32
1644,1,43,среднее,1153,32
1647,1,66,среднее,1134,32
1648,1,37,среднее,1204,32
1653,1,23,высшее,1185,32
1654,0,42,среднее,66,32
1658,1,16,высшее,1162,32
1660,1,45,среднее,1134,32
1662,1,35,среднее,1134,32
1664,1,54,среднее,1157,32
1666,1,43,среднее,1183,32
1670,1,22,высшее,10,32
1672,0,33,среднее,1171,32
1674,1,52,среднее,1188,32
1675,0,33,среднее,1185,32
1676,0,35,среднее,3,35
1677,0,47,среднее,1165,32
1678,1,30,среднее,1134,32
1679,0,30,среднее,1134,32
1680,1,48,среднее,1134,32
1682,1,31,среднее,1202,32
1683,0,62,среднее,1157,32
1684,1,50,среднее,1171,32
1686,1,63,высшее,1205,32
1687,1,30,среднее,1162,32
1689,1,28,среднее,1093,32
1692,1,25,высшее,1017,32
1698,1,23,высшее,1178,32
1700,1,39,среднее,1204,32
1704,0,32,среднее,1195,32
1707,1,54,среднее,1179,32
1710,1,35,среднее,1187,32
1711,1,36,среднее,1188,32
1712,1,61,среднее,1134,32
1713,1,49,среднее,1134,32
1714,1,49,среднее,1203,32
1715,0,26,среднее,1188,32
1719,1,39,среднее,1188,32
1720,1,54,среднее,1184,32
1723,0,44,среднее,1167,32
1725,1,45,среднее,1156,32
1729,0,33,среднее,1134,32
1730,0,32,среднее,1134,32
